ann_id,Label,Start,End,Text,FileNo
T49,ANAT,241,246,luces,12
T50,ANAT,246,251,gland,12
T51,ANAT,301,307,ulares,12
T52,ANAT,256,261,hueso,12
T53,DISO,1301,1326,metástasis adenocarcinoma,12
T54,PROC,213,217,Antí,12
T55,PROC,1513,1541,geno Pros tático Especí fico,12
T56,PROC,166,169,PSA,12
T57,PROC,449,457,consultó,12
T58,PROC,514,523,anamnesis,12
T59,DISO,1509,1535,alteraciones en la micción,12
T60,DISO,237,241,pola,12
T61,DISO,421,428,quiuria,12
T62,DISO,123,125,no,12
T63,DISO,63,64,c,12
T64,DISO,316,321,turia,12
T65,DISO,321,326,hemos,12
T66,DISO,391,397,permia,12
T67,PROC,133,135,Ex,12
T68,PROC,135,137,pl,12
T69,PROC,953,967,oración física,12
T70,PROC,70,71,T,12
T71,PROC,771,782,acto rectal,12
T72,ANAT,569,577,próstata,12
T73,ANAT,505,512,lóbulos,12
T74,DISO,1315,1333,cáncer de próstata,12
T75,PROC,149,151,Pr,12
T76,PROC,376,381,uebas,12
T77,PROC,229,232,PSA,12
T78,PROC,232,235,Bio,12
T79,PROC,2419,2450,psia de próstata trans r rectal,12
T80,DISO,1976,2001,adenocarcinoma prostático,12
T81,ANAT,561,568,lóbulos,12
T82,PROC,82,83,R,12
T83,PROC,165,167,as,12
T84,PROC,748,757,treo óseo,12
T85,CHEM,169,171,Tc,12
T86,CHEM,171,173,99,12
T87,CHEM,87,88,m,12
T88,DISO,1306,1321,hipercap tación,12
T89,ANAT,2289,2315,región cig omática derecha,12
T90,ANAT,179,181,or,12
T91,ANAT,1171,1184,bital interna,12
T92,ANAT,274,277,par,12
T93,ANAT,1381,1396,rillas costales,12
T94,ANAT,1861,1881,columna dorsol umbar,12
T95,ANAT,1035,1046,pala ilíaca,12
T96,ANAT,3421,3457,región aceta bular e isquio pu biana,12
T97,ANAT,1249,1262,espina iliaca,12
T98,ANAT,1747,1765,región aceta bular,12
T99,ANAT,589,595,tercio,12
T100,ANAT,298,301,diá,12
T101,ANAT,1301,1314,fisis femoral,12
T102,DISO,102,103,A,12
T103,DISO,307,310,den,12
T104,DISO,104,105,o,12
T105,DISO,2185,2206,carcinoma de próstata,12
T106,DISO,1681,1697,metástasis óseas,12
T107,PROC,1167,1178,Tratamiento,12
T1,PROC,1,25,interrupción de embarazo,13
T2,PROC,3,5,le,13
T3,PROC,35,52,grado endometrial,13
T4,CHEM,16,21,cobre,13
T5,PROC,85,106,método anticonceptivo,13
T6,DISO,171,205,sintomatología urinaria irritativa,13
T7,DISO,79,92,ardor uretral,13
T8,DISO,239,273,dolor uretral y en el bajo vientre,13
T9,DISO,89,100,polaquiuria,13
T10,DISO,163,181,urgencia miccional,13
T11,PROC,151,166,consulta médica,13
T12,PROC,188,205,cultivos de orina,13
T13,PROC,133,144,tratamiento,13
T14,CHEM,157,169,antibióticos,13
T15,DISO,267,286,cistitis infecciosa,13
T16,DISO,121,129,síntomas,13
T17,PROC,193,205,tratamientos,13
T18,ANAT,137,145,urinario,13
T19,DISO,109,115,dispar,13
T20,DISO,20,21,e,13
T21,DISO,81,85,unia,13
T22,CHEM,106,111,cobre,13
T23,DISO,397,415,síntomas urinarios,13
T24,DISO,415,433,síntomas urinarios,13
T25,PROC,193,201,consulta,13
T26,PROC,826,859,ultrasonido de las vías urinarias,13
T27,ANAT,209,217,riá±ones,13
T28,ANAT,163,169,vejiga,13
T29,DISO,225,233,litiasis,13
T30,PROC,1277,1321,radiografía án tero - posterior de la pelvis,13
T31,DISO,241,249,litiasis,13
T32,ANAT,373,385,pelvis menor,13
T33,CHEM,161,166,cobre,13
T34,PROC,100,103,cis,13
T35,PROC,103,106,tol,13
T36,PROC,106,109,ito,13
T37,PROC,721,741,tomía supra páº bica,13
T38,ANAT,519,533,mucosa vesical,13
T39,DISO,419,430,eritematosa,13
T40,DISO,313,321,sangrado,13
T41,DISO,321,329,litiasis,13
T42,ANAT,534,547,fondo vesical,13
T43,PROC,925,947,maniobra de extracción,13
T44,CHEM,216,221,cobre,13
T45,DISO,265,271,incrus,13
T46,DISO,901,921,taciones liti ásicas,13
T47,DISO,691,706,cuerpo extraá±o,13
T48,PROC,518,529,tratamiento,13
T49,CHEM,673,687,Ciprofloxacino,13
T50,DISO,687,701,sintomatología,13
T1,DISO,1,17,masa no dolorosa,14
T2,ANAT,18,35,testículo derecho,14
T3,PROC,9,13,auto,14
T4,PROC,10,13,pal,14
T5,PROC,25,31,pación,14
T6,PROC,151,181,niveles séricos de beta - HC G,14
T7,PROC,25,29,alfa,14
T8,PROC,8,9,-,14
T9,PROC,17,19,FP,14
T10,PROC,82,91,ecografía,14
T11,PROC,81,89,imágenes,14
T12,DISO,254,277,tumor sólido testicular,14
T13,PROC,25,27,or,14
T14,PROC,40,43,qui,14
T15,PROC,449,481,ectomía radical inguinal derecha,14
T16,PROC,301,321,examen macros cópico,14
T17,ANAT,81,86,pieza,14
T18,PROC,35,37,or,14
T19,PROC,55,58,qui,14
T20,PROC,134,141,ectomía,14
T21,ANAT,261,274,polo superior,14
T22,ANAT,337,353,pulpa testicular,14
T23,DISO,331,346,lesión quística,14
T24,ANAT,162,169,cápsula,14
T25,ANAT,505,526,parénquima testicular,14
T26,ANAT,126,131,pieza,14
T27,DISO,469,487,formación quística,14
T28,ANAT,514,533,cordón esper mático,14
T29,DISO,757,784,lesión intraparenquimatos a,14
T30,DISO,523,541,formación quística,14
T31,ANAT,931,962,epitelio escamoso estratificado,14
T32,ANAT,125,129,capa,14
T33,ANAT,193,199,granul,14
T34,ANAT,100,103,osa,14
T35,ANAT,171,176,banda,14
T36,ANAT,246,253,fibrosa,14
T37,ANAT,541,556,anejos cutáneos,14
T38,ANAT,778,799,parénquima testicular,14
T39,ANAT,267,274,celular,14
T40,ANAT,820,841,idad germinal tubular,14
T41,DISO,601,616,lesión quística,14
T42,ANAT,780,799,cordón esper mático,14
T43,DISO,379,388,espermato,14
T44,DISO,173,177,cele,14
T1,DISO,1,11,masa renal,15
T2,ANAT,4,7,mes,15
T3,ANAT,5,7,or,15
T4,ANAT,16,21,renal,15
T5,PROC,37,46,ecografía,15
T6,DISO,101,121,crisis reno ureteral,15
T7,DISO,79,92,hiperuricemia,15
T8,DISO,64,73,hematuria,15
T9,PROC,89,100,diagnosticó,15
T10,PROC,181,201,estudio de extensión,15
T11,PROC,201,221,radiografía de tórax,15
T12,PROC,100,109,hemograma,15
T13,PROC,121,131,bioquímica,15
T14,PROC,586,631,tomografía computer izada abdomino - pélv ica,15
T15,DISO,197,211,trombo tumoral,15
T16,ANAT,151,161,vena renal,15
T17,ANAT,241,256,vena cava retro,15
T18,ANAT,307,325,vena cava inferior,15
T19,PROC,217,229,embolización,15
T20,DISO,115,121,trombo,15
T21,PROC,641,673,tratamiento quiráºrgico cardiaca,15
T22,PROC,64,67,uro,15
T23,PROC,705,737,grafías por resonancia magnética,15
T24,PROC,24,25,U,15
T25,PROC,49,51,ro,15
T26,PROC,26,27,-,15
T27,PROC,27,28,R,15
T28,PROC,55,57,NM,15
T29,PROC,561,581,estudio angiográfico,15
T30,PROC,88,91,tom,15
T31,PROC,661,683,ografia computer izada,15
T32,PROC,156,161,angio,15
T33,PROC,33,34,-,15
T34,PROC,67,69,TC,15
T35,PROC,103,106,cav,15
T36,PROC,246,253,ografía,15
T37,DISO,217,223,trombo,15
T38,DISO,1074,1103,infiltración vascular tumoral,15
T39,DISO,229,235,trombo,15
T40,DISO,820,841,infiltración vascular,15
T41,DISO,441,452,adenopatías,15
T42,DISO,247,253,trombo,15
T43,DISO,85,87,ne,15
T44,DISO,87,89,of,15
T45,DISO,617,631,ormación renal,15
T46,DISO,631,645,trombo tumoral,15
T47,PROC,875,894,intervenir cardiaca,15
T48,PROC,330,337,esterno,15
T49,PROC,241,246,tomía,15
T50,PROC,1079,1101,laparotomía sub costal,15
T51,PROC,501,511,liberación,15
T52,ANAT,1327,1353,ángulo esplénico del colon,15
T53,ANAT,469,478,peritoneo,15
T54,ANAT,160,163,mes,15
T55,ANAT,379,386,enterio,15
T56,PROC,1046,1065,nefrectomía radical,15
T57,PROC,617,628,nefrectomía,15
T58,ANAT,571,581,vena renal,15
T59,DISO,407,414,trombos,15
T60,DISO,178,181,ada,15
T61,PROC,1501,1526,circulación extracorpórea,15
T62,PROC,1160,1179,hipotermia profunda,15
T63,PROC,311,316,retro,15
T64,PROC,1135,1153,perfusión cerebral,15
T65,PROC,513,521,tracción,15
T66,PROC,1431,1453,control fluoros cópico,15
T67,ANAT,463,470,yugular,15
T68,ANAT,403,409,pulmón,15
T69,DISO,477,484,trombos,15
T70,PROC,622,631,resección,15
T71,ANAT,701,711,vena renal,15
T72,ANAT,427,433,ostium,15
T73,DISO,865,877,infiltración,15
T74,PROC,1826,1851,trombectomía por tracción,15
T75,DISO,519,526,defecto,15
T76,CHEM,226,229,Gor,15
T77,CHEM,229,232,ete,15
T78,CHEM,78,79,x,15
T79,PROC,1171,1186,anticoagulación,15
T80,CHEM,238,241,dic,15
T81,CHEM,321,325,umar,15
T82,CHEM,487,493,ínicos,15
T83,PROC,329,333,endo,15
T84,PROC,250,253,tel,15
T85,PROC,589,596,ización,15
T86,ANAT,596,603,injerto,15
T87,PROC,1635,1654,anatomía patológica,15
T88,DISO,1741,1761,adenocarcinoma renal,15
T89,ANAT,1145,1158,cápsula renal,15
T90,ANAT,891,901,vena renal,15
T91,DISO,451,456,infil,15
T92,ANAT,456,461,trada,15
T93,ANAT,829,838,vena cava,15
T94,DISO,559,565,trombo,15
T1,DISO,1,24,nódulo tiroideo derecho,16
T2,DISO,34,67,signos de compresión de vía aérea,16
T3,PROC,19,28,ecografía,16
T4,DISO,61,81,bocio mul tino dular,16
T5,DISO,53,66,nódulo sólido,16
T6,ANAT,71,85,lóbulo derecho,16
T7,PROC,67,78,gammagrafía,16
T8,PROC,50,57,ingreso,16
T9,PROC,33,37,PAAF,16
T10,PROC,100,111,diagnóstico,16
T11,DISO,211,232,hiperplasia folicular,16
T12,PROC,45,49,hemi,16
T13,PROC,49,53,tiro,16
T14,PROC,222,239,idectomía derecha,16
T15,PROC,99,106,control,16
T16,ANAT,76,81,pieza,16
T17,DISO,49,52,nod,16
T18,DISO,392,415,"ulo par du zco , pálido",16
T19,PROC,343,362,estudio histológico,16
T20,PROC,210,221,diagnóstico,16
T21,PROC,381,400,nefrectomía radical,16
T22,DISO,316,331,carcinoma renal,16
T23,DISO,397,415,hinchazón cervical,16
T24,PROC,254,265,técnicas de,16
T25,PROC,145,151,imagen,16
T26,DISO,551,573,adenopatías cervicales,16
T27,DISO,781,811,imágenes ocup antes de espacio,16
T28,ANAT,676,701,seno piri forme izquierdo,16
T29,DISO,225,233,lesiones,16
T30,PROC,204,211,traqueo,16
T31,PROC,151,156,tomía,16
T32,PROC,590,609,Cuidados Paliativos,16
T1,PROC,1,9,consulta,17
T2,PROC,19,37,remitido urgencias,17
T3,DISO,35,52,dolor inflamación,17
T4,ANAT,28,37,testículo,17
T5,DISO,129,161,inflamación testicular izquierda,17
T6,DISO,31,37,fiebre,17
T7,DISO,121,141,síntomas u rológicos,17
T8,DISO,204,233,afectación del estado general,17
T9,PROC,73,82,palpación,17
T10,ANAT,172,191,testículo izquierdo,17
T11,DISO,31,34,ind,17
T12,DISO,56,61,urado,17
T13,DISO,97,105,doloroso,17
T14,ANAT,53,57,epid,17
T15,ANAT,43,46,ídi,17
T16,ANAT,31,33,mo,17
T17,ANAT,145,154,testículo,17
T18,PROC,341,361,ecografía testicular,17
T19,DISO,253,267,lesión nodular,17
T20,ANAT,362,381,testículo izquierdo,17
T21,DISO,181,190,quísticas,17
T22,DISO,547,573,lesiones nodulares sólidas,17
T23,ANAT,375,392,testículo derecho,17
T24,DISO,691,721,neoplasia testicular bilateral,17
T25,PROC,481,501,marcadores tumorales,17
T26,PROC,51,53,Î±,17
T27,PROC,27,28,-,17
T28,PROC,28,29,F,17
T29,PROC,57,59,TP,17
T30,PROC,59,61,Î²,17
T31,PROC,31,32,-,17
T32,PROC,63,65,HC,17
T33,PROC,33,34,G,17
T34,PROC,100,103,LDH,17
T35,PROC,1157,1191,TAC toraco - ab dó mino - pélv ico,17
T36,PROC,281,289,criopres,17
T37,PROC,577,593,ervación seminal,17
T38,PROC,75,77,or,17
T39,PROC,115,118,qui,17
T40,PROC,1015,1041,ectomía inguinal izquierda,17
T41,PROC,921,944,ligadura alta de cordón,17
T42,PROC,1067,1093,biopsia testicular derecha,17
T43,PROC,85,87,cl,17
T44,PROC,130,133,amp,17
T45,PROC,1189,1216,aje del cordón esper mático,17
T46,DISO,1216,1243,células malignas germinales,17
T47,PROC,323,330,cirugía,17
T48,PROC,95,97,or,17
T49,PROC,145,148,qui,17
T50,PROC,1177,1201,ectomía inguinal derecha,17
T51,PROC,1251,1276,estudio anatomopatológico,17
T52,ANAT,154,157,Tes,17
T53,ANAT,833,849,tículo izquierdo,17
T54,DISO,531,541,tumoración,17
T55,DISO,487,496,quísticas,17
T56,DISO,1101,1121,tumor germinal mixto,17
T57,DISO,1569,1597,carcinoma embrionario adulto,17
T58,DISO,229,233,tera,17
T59,DISO,233,237,toma,17
T60,ANAT,119,121,al,17
T61,ANAT,121,123,bu,17
T62,ANAT,62,63,g,17
T63,ANAT,249,253,ínea,17
T64,ANAT,64,65,T,17
T65,ANAT,129,131,es,17
T66,ANAT,911,925,tículo derecho,17
T67,DISO,1321,1341,tumoración gris ácea,17
T68,DISO,336,341,semin,17
T69,DISO,205,208,oma,17
T70,DISO,1657,1681,neoplasia intra tu bular,17
T71,ANAT,141,143,al,17
T72,ANAT,143,145,bu,17
T73,ANAT,73,74,g,17
T74,ANAT,293,297,ínea,17
T75,ANAT,297,301,epid,17
T76,ANAT,226,229,ídi,17
T77,ANAT,153,155,mo,17
T78,ANAT,1464,1483,cordón esper mático,17
T79,PROC,2887,2924,tratamiento qui mo terápico adyuvante,17
T80,PROC,80,81,B,17
T81,PROC,1041,1054,EP modificado,17
T82,PROC,811,821,marcadores,17
T83,PROC,165,167,Î±,17
T84,PROC,84,85,-,17
T85,PROC,85,86,F,17
T86,PROC,171,173,TP,17
T87,PROC,173,175,Î²,17
T88,PROC,88,89,-,17
T89,PROC,177,179,HC,17
T90,PROC,90,91,G,17
T91,PROC,271,274,LDH,17
T92,PROC,1002,1013,diagnóstico,17
T93,DISO,2853,2884,tumoración testicular bilateral,17
T94,PROC,1861,1881,marcadores tumorales,17
T95,PROC,1975,1996,estudios radiológicos,17
T96,PROC,3041,3073,tratamiento hormonal sustitutivo,17
T97,PROC,2113,2135,cifras de testosterona,17
T1,PROC,1,22,cirugía de vasectomía,18
T2,PROC,9,17,consulta,18
T3,DISO,13,19,nódulo,18
T4,ANAT,52,69,testículo derecho,18
T5,PROC,45,56,exploración,18
T6,PROC,46,55,ecografía,18
T7,ANAT,79,92,polo superior,18
T8,ANAT,92,105,teste derecho,18
T9,PROC,337,379,marcadores tumorales alfa - fe to proteína,18
T10,PROC,37,41,beta,18
T11,PROC,11,12,-,18
T12,PROC,23,25,HC,18
T13,PROC,13,14,G,18
T14,PROC,235,253,exploración física,18
T15,CHEM,113,121,hormonal,18
T16,PROC,346,369,exploración quiráºrgica,18
T17,PROC,113,120,biopsia,18
T18,DISO,103,109,nódulo,18
T19,DISO,289,305,tumor fus iforme,18
T20,DISO,191,201,malignidad,18
T21,PROC,41,43,or,18
T22,PROC,64,67,qui,18
T23,PROC,507,530,ectomía radical derecha,18
T24,PROC,277,289,dado de alta,18
T25,DISO,841,876,tumor fus iforme del estroma sexual,18
T26,PROC,276,287,seguimiento,18
T1,DISO,1,32,hipertrofia benigna de próstata,19
T2,PROC,10,19,ingresado,19
T3,DISO,43,64,cuadro constitucional,19
T4,DISO,25,33,anorexia,19
T5,DISO,29,36,pérdida,19
T6,DISO,111,133,debilidad generalizada,19
T7,DISO,145,169,dolor epigástrico cólico,19
T8,DISO,50,57,clínica,19
T9,PROC,137,154,estudio digestivo,19
T10,PROC,28,31,gas,19
T11,PROC,91,100,troscopia,19
T12,PROC,133,145,colonoscopia,19
T13,PROC,37,40,eco,19
T14,PROC,131,141,endoscopia,19
T15,PROC,253,271,exploración física,19
T16,ANAT,136,145,genitales,19
T17,PROC,145,154,ecografía,19
T18,DISO,86,91,hidro,19
T19,DISO,253,267,cele bilateral,19
T20,ANAT,286,301,teste izquierdo,19
T21,DISO,301,316,proceso maligno,19
T22,PROC,232,243,exploración,19
T23,PROC,111,116,trans,19
T24,PROC,47,49,il,19
T25,PROC,97,101,umin,19
T26,PROC,126,131,ación,19
T27,DISO,287,298,nódulo duro,19
T28,ANAT,352,365,polo superior,19
T29,ANAT,421,436,teste izquierdo,19
T30,DISO,320,331,masa sólida,19
T31,PROC,511,528,pruebas de imagen,19
T32,PROC,94,97,TAC,19
T33,PROC,97,100,RNM,19
T34,PROC,1024,1055,marcadores tumorales germinales,19
T35,PROC,103,106,LDH,19
T36,PROC,71,73,or,19
T37,PROC,109,112,qui,19
T38,PROC,889,913,ectomía radical inguinal,19
T39,ANAT,191,196,pieza,19
T40,ANAT,820,841,parénquima testicular,19
T41,ANAT,521,534,polo superior,19
T42,DISO,780,799,masa tumoral sólida,19
T43,PROC,883,904,análisis microscópico,19
T44,ANAT,302,309,células,19
T45,ANAT,441,451,vasculares,19
T46,ANAT,316,323,células,19
T47,ANAT,231,236,piram,19
T48,ANAT,471,481,citoplasma,19
T49,ANAT,337,344,nuclear,19
T50,ANAT,246,251,nucle,19
T51,ANAT,201,205,olos,19
T52,ANAT,511,521,citoplasma,19
T53,DISO,521,531,tumoración,19
T54,ANAT,107,109,al,19
T55,ANAT,109,111,bu,19
T56,ANAT,56,57,g,19
T57,ANAT,225,229,ínea,19
T58,ANAT,229,233,epid,19
T59,ANAT,175,178,ídi,19
T60,ANAT,119,121,mo,19
T61,ANAT,1261,1282,táºbulos semin íferos,19
T62,DISO,1038,1055,invasión vascular,19
T63,PROC,559,568,secciones,19
T64,ANAT,1324,1345,parénquima testicular,19
T65,ANAT,513,521,táºbulos,19
T66,ANAT,911,925,membrana basal,19
T67,PROC,1981,2011,técnicas inmunohisto qui micas,19
T68,CHEM,336,341,Inhib,19
T69,CHEM,205,208,ina,19
T70,CHEM,70,71,k,19
T71,CHEM,211,214,era,19
T72,CHEM,285,289,tina,19
T73,CHEM,145,147,CK,19
T74,CHEM,74,75,8,19
T75,CHEM,149,151,CK,19
T76,CHEM,151,153,18,19
T77,CHEM,77,78,V,19
T78,CHEM,309,313,imen,19
T79,CHEM,313,317,tina,19
T80,CHEM,238,241,EMA,19
T81,CHEM,81,82,S,19
T82,CHEM,82,83,-,19
T83,CHEM,247,250,100,19
T84,PROC,167,169,Ki,19
T85,PROC,169,171,67,19
T86,ANAT,1446,1463,células tumorales,19
T87,CHEM,259,262,Pro,19
T88,CHEM,262,265,ges,19
T89,CHEM,529,535,terona,19
T90,PROC,179,181,PL,19
T91,PROC,181,183,AP,19
T92,PROC,183,185,AF,19
T93,PROC,93,94,P,19
T94,PROC,187,189,HC,19
T95,PROC,95,96,G,19
T1,DISO,1,8,fumador,20
T2,DISO,4,7,ind,20
T3,DISO,33,49,uración pene ana,20
T4,ANAT,13,17,base,20
T5,PROC,45,56,exploración,20
T6,DISO,146,175,cordón longitudinal ind urado,20
T7,ANAT,49,57,base del,20
T8,ANAT,29,33,pene,20
T9,ANAT,49,55,dorsal,20
T10,DISO,73,81,doloroso,20
T11,DISO,221,243,adenopatías inguinales,20
T12,PROC,34,37,eco,20
T13,PROC,13,14,-,20
T14,PROC,209,225,doppler pene ano,20
T15,DISO,43,46,ind,20
T16,DISO,106,113,uración,20
T17,DISO,625,664,trombosis segmentaria de la vena dorsal,20
T18,PROC,375,397,Estudio de coagulación,20
T19,DISO,379,400,Enfermedad de Mon dor,20
T20,PROC,533,561,tratamiento antiinflamatorio,20
T21,PROC,161,169,revisión,20
T1,DISO,1,23,traumatismo testicular,21
T2,PROC,8,15,cirugía,21
T3,ANAT,9,13,hemi,21
T4,ANAT,10,13,esc,21
T5,ANAT,9,11,ro,21
T6,ANAT,51,61,to derecho,21
T7,DISO,139,162,molestias tes ticulares,21
T8,DISO,148,169,masa para tes ticular,21
T9,PROC,145,163,exploración física,21
T10,ANAT,37,41,pene,21
T11,ANAT,151,166,teste izquierdo,21
T12,ANAT,45,49,hemi,21
T13,ANAT,37,40,esc,21
T14,ANAT,27,29,ro,21
T15,ANAT,141,151,to derecho,21
T16,ANAT,76,81,teste,21
T17,ANAT,65,69,polo,21
T18,ANAT,222,235,teste derecho,21
T19,DISO,55,58,ind,21
T20,DISO,96,101,urada,21
T21,DISO,161,169,dolorosa,21
T22,PROC,232,243,diagnóstico,21
T23,PROC,683,714,marcadores tumorales germinales,21
T24,PROC,461,481,ecografía testicular,21
T25,ANAT,313,326,teste derecho,21
T26,ANAT,101,105,polo,21
T27,ANAT,131,136,teste,21
T28,DISO,136,141,hidro,21
T29,DISO,113,117,cele,21
T30,DISO,88,91,pol,21
T31,DISO,91,94,ior,21
T32,DISO,94,97,qui,21
T33,DISO,161,166,dismo,21
T34,DISO,166,171,hidro,21
T35,DISO,137,141,cele,21
T36,PROC,106,109,TAC,21
T37,ANAT,397,408,estructuras,21
T38,ANAT,149,153,hemi,21
T39,ANAT,115,118,esc,21
T40,ANAT,79,81,ro,21
T41,ANAT,401,411,to derecho,21
T42,PROC,288,295,escroto,21
T43,PROC,211,216,tomía,21
T44,DISO,216,221,hidro,21
T45,DISO,529,541,cele derecho,21
T46,ANAT,496,507,estructuras,21
T47,ANAT,231,236,teste,21
T48,ANAT,565,577,compartiendo,21
T49,ANAT,193,197,epid,21
T50,ANAT,148,151,ídi,21
T51,ANAT,101,103,mo,21
T52,ANAT,103,105,de,21
T53,ANAT,365,372,ferente,21
T54,PROC,372,379,biopsia,21
T55,ANAT,541,551,estructura,21
T56,PROC,111,113,ev,21
T57,PROC,169,172,ers,21
T58,PROC,514,523,ión de la,21
T59,ANAT,407,414,vaginal,21
T60,DISO,296,301,hidro,21
T61,DISO,241,245,cele,21
T62,PROC,1160,1179,anatomía patológica,21
T63,ANAT,1055,1072,tejido testicular,21
T64,DISO,442,449,atrofia,21
T1,PROC,1,8,ingresa,22
T2,DISO,23,45,hematuria macroscópica,22
T3,DISO,9,13,hemi,22
T4,DISO,16,21,hiper,22
T5,DISO,53,66,trofia facial,22
T6,DISO,16,19,tor,22
T7,DISO,103,120,tícolis congénito,22
T8,DISO,57,65,varicela,22
T9,DISO,193,217,mononucleosis infecciosa,22
T10,DISO,19,21,en,22
T11,DISO,21,23,áº,22
T12,DISO,56,61,resis,22
T13,DISO,97,105,neumonía,22
T14,DISO,300,323,traumatismo en cóc ci x,22
T15,PROC,29,31,Ex,22
T16,PROC,31,33,pl,22
T17,PROC,225,239,oración física,22
T18,DISO,256,271,palidez cutánea,22
T19,PROC,37,39,Ex,22
T20,PROC,419,441,ámenes complementarios,22
T21,PROC,181,190,hemograma,22
T22,PROC,211,221,bioquímica,22
T23,PROC,243,254,coagulación,22
T24,PROC,231,241,urocultivo,22
T25,PROC,313,326,función renal,22
T26,PROC,51,53,en,22
T27,PROC,53,55,ol,22
T28,PROC,82,85,asa,22
T29,PROC,505,523,alfa feto proteína,22
T30,PROC,581,601,radiografía de tórax,22
T31,PROC,91,94,ECG,22
T32,PROC,63,65,Se,22
T33,PROC,513,529,dimento urinario,22
T34,DISO,727,749,hematuria macroscópica,22
T35,PROC,103,106,Eco,22
T36,PROC,561,577,grafía abdominal,22
T37,DISO,145,149,masa,22
T38,ANAT,593,609,riá±ón izquierdo,22
T39,DISO,191,196,áreas,22
T40,DISO,352,361,quísticas,22
T41,DISO,121,124,nec,22
T42,DISO,206,211,rosis,22
T43,PROC,547,560,interconsulta,22
T44,PROC,431,441,ecográfico,22
T45,PROC,1145,1171,TC abdominal con contraste,22
T46,DISO,181,185,masa,22
T47,ANAT,737,753,riá±ón izquierdo,22
T48,ANAT,189,193,cara,22
T49,DISO,289,295,engros,22
T50,DISO,981,1001,amientos irregulares,22
T51,DISO,201,205,aden,22
T52,DISO,1684,1717,omegalias inter - ca vo aór ticas,22
T53,ANAT,261,266,peria,22
T54,ANAT,107,109,ór,22
T55,DISO,217,221,masa,22
T56,DISO,826,841,tumor de Wil ms,22
T57,DISO,281,286,adeno,22
T58,DISO,58,59,-,22
T59,DISO,523,532,carcinoma,22
T60,PROC,1240,1261,nefrectomía izquierda,22
T61,DISO,241,245,masa,22
T62,PROC,1770,1799,diagnóstico anatomopatológico,22
T63,DISO,311,316,nefro,22
T64,DISO,1765,1793,ma meso - bl ástico quístico,22
T65,DISO,129,131,qu,22
T66,DISO,1626,1651,iste renal multi lo cular,22
T1,DISO,1,9,alérgica,23
T2,CHEM,18,35,contraste yo dado,23
T3,DISO,17,25,fumadora,23
T4,PROC,10,13,his,23
T5,PROC,13,16,ter,23
T6,PROC,26,31,ectom,23
T7,PROC,31,36,izada,23
T8,PROC,8,9,o,23
T9,PROC,9,10,o,23
T10,PROC,28,31,fer,23
T11,PROC,51,56,ectom,23
T12,PROC,144,157,izada derecha,23
T13,DISO,157,170,endometriosis,23
T14,PROC,92,99,estudio,23
T15,DISO,169,181,leucocitosis,23
T16,PROC,286,305,ecografía abdominal,23
T17,ANAT,97,103,riá±ón,23
T18,DISO,307,325,imágenes quísticas,23
T19,DISO,235,248,hidronefrosis,23
T20,PROC,267,281,interrogatorio,23
T21,PROC,141,148,ingreso,23
T22,DISO,253,265,dolor lumbar,23
T23,DISO,199,208,hematuria,23
T24,PROC,254,265,diagnóstico,23
T25,DISO,385,401,dolores lumbares,23
T26,DISO,176,183,astenia,23
T27,PROC,53,55,Ex,23
T28,PROC,55,57,pl,23
T29,PROC,393,407,oración física,23
T30,PROC,610,631,uebas complementarias,23
T31,PROC,271,280,hemograma,23
T32,DISO,373,385,leucocitosis,23
T33,PROC,673,694,fórmula leucoci taria,23
T34,PROC,331,341,bioquímica,23
T35,PROC,375,386,coagulación,23
T36,PROC,36,37,R,23
T37,PROC,73,75,en,23
T38,PROC,1000,1027,ograma MA G - 3 - Tc - 99 m,23
T39,ANAT,533,547,riá±ón derecho,23
T40,DISO,235,241,tación,23
T41,ANAT,641,657,riá±ón izquierdo,23
T42,DISO,903,925,dilatación cal ici lar,23
T43,ANAT,547,560,polo superior,23
T44,PROC,44,45,Ċ,23
T45,PROC,705,721,TC sin contraste,23
T46,DISO,856,875,masa quística renal,23
T47,ANAT,369,377,páncreas,23
T48,ANAT,189,193,bazo,23
T49,DISO,337,344,quistes,23
T50,DISO,246,251,nefro,23
T51,DISO,1301,1327,ma quístico mul tino dular,23
T52,DISO,1888,1925,carcinoma de células renales quístico,23
T53,PROC,573,584,nefrectomía,23
T54,PROC,1326,1351,linfadenectomía izquierda,23
T55,PROC,1351,1376,estudio anatomopatológico,23
T56,ANAT,276,281,pieza,23
T57,ANAT,337,343,riá±ón,23
T58,DISO,571,581,tumoración,23
T59,ANAT,349,355,riá±ón,23
T60,DISO,355,361,quiste,23
T61,DISO,301,306,tumor,23
T62,ANAT,428,435,cápsula,23
T63,ANAT,559,568,cavidades,23
T64,ANAT,946,961,epitelio simple,23
T65,ANAT,449,456,células,23
